"workerid","rt","content","subjectGender","speakerGender","question","speakerName","fact_type","subjectName","verb","utterance","contentNr","trigger_class","response","fact","slide_number_in_experiment"
509,2228,"Todd played football in high school",NA,"M","control3","George",NA,NA,"control","Did Todd play football in high school?","control3","control","No","Todd goes to the gym 3 times a week",18
509,4592,"Olivia sleeps until noon","M","F","4","Ashley","factL","Gregory","see","Did Jerry see that Olivia sleeps until noon?","4","NonProj","Yes","Olivia has two small children",19
509,2964,"Madison had a baby",NA,"F","control5","Ashley",NA,NA,"control","Did Madison have a baby?","control5","control","No","Trish sent Madison a card",20
509,3149,"Tony had a drink last night","F","F","15","Carol","factL","Heather","confirm","Did Rebecca confirm that Tony had a drink last night?","15","C","No","Tony has been sober for 20 years",21
509,5338,"Isabella ate a steak on Sunday","M","M","7","Mark","factH","Jacob","inform_Sam","Did Kevin inform Sam that Isabella ate a steak on Sunday?","7","C","Yes","Isabella is from Argentina",22
509,3880,"Jackson ran 10 miles","F","F","13","Kimberly","factH","Janet","announce","Did Laura announce that Jackson ran 10 miles?","13","C","Yes","Jackson is training for a marathon",23
509,2251,"Jon walks to work","F","M","19","Richard","factH","Christina","say","Did Ruth say that Jon walks to work?","19","C","No","Jon lives 2 blocks away from work",24
509,3035,"Hendrick&quotechars car was expensive",NA,"M","control6","Steven",NA,NA,"control","Was Hendrick&quotechars car expensive?","control6","control","No","Hendrick just bought a car",25
509,4552,"Josie went on vacation to France","M","F","2","Nancy","factL","Nicholas","think","Does Scott think that Josie went on vacation to France?","2","NonProj","No","Josie doesn&quotechart have a passport",26
509,3339,"Frank got a cat","F","F","12","Lisa","factL","Sharon","pretend","Did Melissa pretend that Frank got a cat?","12","NonProj","No","Frank is allergic to cats",27
510,9580,"Zoe calculated the tip","M","F","10","Kimberly","factL","Larry","admit","Did Tim admit that Zoe calculated the tip?","10","C","No","Zoe is 5 years old",2
510,5340,"Madison had a baby",NA,"F","control5","Nancy",NA,NA,"control","Did Madison have a baby?","control5","control","No","Trish sent Madison a card",3
510,4012,"Julian dances salsa","F","F","18","Elizabeth","factH","Melissa","suggest","Did Kathleen suggest that Julian dances salsa?","18","C","No","Julian is Cuban",4
510,8743,"Owen shoveled snow last winter","F","F","17","Michelle","factL","Carolyn","see","Did Cynthia see that Owen shoveled snow last winter?","17","NonProj","Yes","Owen lives in New Orleans",5
510,5862,"Emily bought a car yesterday","M","F","8","Nancy","factL","Ronald","demonstrate","Did Brian demonstrate that Emily bought a car yesterday?","8","C","No","Emily never has any money",6
510,4061,"Jackson ran 10 miles","F","F","13","Betty","factL","Catherine","be_right_that","Is Laura right that Jackson ran 10 miles?","13","C","No","Jackson is obese",7
510,4965,"Emma studied on Saturday morning","M","M","3","Matthew","factH","Brandon","discover","Did Justin discover that Emma studied on Saturday morning?","3","NonProj","No","Emma is in law school",8
510,4368,"Jayden rented a car","F","F","14","Sandra","factH","Anna","pretend","Did Stephanie pretend that Jayden rented a car?","14","NonProj","No","Jayden&quotechars car is in the shop",9
510,2882,"Vanessa is good at math",NA,"M","control4","Thomas",NA,NA,"control","Is Vanessa good at math?","control4","control","No","Vanessa won a prize at school",10
510,4596,"Danny ate the last cupcake","F","F","11","Donna","factL","Brenda","establish","Did Amanda establish that Danny ate the last cupcake?","11","NonProj","No","Danny is a diabetic",11
510,3388,"Zack is coming to the meeting tomorrow",NA,"F","control1","Betty",NA,NA,"control","Is Zack coming to the meeting tomorrow?","control1","control","No","Zack is a member of the golf club",12
510,5229,"Grace visited her sister","M","F","9","Jessica","factL","Timothy","say","Did Andrew say that Grace visited her sister?","9","C","No","Grace hates her sister",13
510,2878,"Mary&quotechars aunt is sick",NA,"M","control2","William",NA,NA,"control","Is Mary&quotechars aunt sick?","control2","control","No","Mary visited her aunt on Sunday",14
510,3036,"Charley speaks Spanish","F","F","20","Margaret","factH","Diane","confirm","Did Anna confirm that Charley speaks Spanish?","20","C","No","Charley lives in Mexico",15
510,2632,"Olivia sleeps until noon","M","M","4","Kenneth","factL","Brian","annoyed","Is Jerry annoyed that Olivia sleeps until noon?","4","NonProj","No","Olivia has two small children",16
510,3214,"Isabella ate a steak on Sunday","M","M","7","David","factH","Gary","inform_Sam","Did Kevin inform Sam that Isabella ate a steak on Sunday?","7","C","No","Isabella is from Argentina",17
510,3719,"Mia drank 2 cocktails last night","M","F","6","Dorothy","factL","Ryan","prove","Did Ray prove that Mia drank 2 cocktails last night?","6","C","No","Mia is a nun",18
510,3366,"Todd played football in high school",NA,"F","control3","Michelle",NA,NA,"control","Did Todd play football in high school?","control3","control","No","Todd goes to the gym 3 times a week",19
510,4602,"Jon walks to work","F","M","19","James","factH","Virginia","hear","Did Ruth hear that Jon walks to work?","19","C","No","Jon lives 2 blocks away from work",20
510,7701,"Josh learned to ride a bike yesterday","F","F","16","Ashley","factH","Ruth","know","Does Sharon know that Josh learned to ride a bike yesterday?","16","NonProj","Yes","Josh is a 5-year old boy",21
510,6415,"Josie went on vacation to France","M","F","2","Lisa","factH","Jacob","confess","Did Scott confess that Josie went on vacation to France?","2","C","No","Josie loves France",22
510,4716,"Hendrick&quotechars car was expensive",NA,"F","control6","Jessica",NA,NA,"control","Was Hendrick&quotechars car expensive?","control6","control","No","Hendrick just bought a car",23
510,5720,"Mary is pregnant","M","M","1","Robert","factH","Benjamin","acknowledge","Did Patrick acknowledge that Mary is pregnant?","1","C","No","Mary is taking a prenatal yoga class",24
510,3789,"Sophia got a tattoo","M","F","5","Sarah","factH","Edward","announce","Did Ben announce that Sophia got a tattoo?","5","C","No","Sophia is a hipster",25
510,6062,"Frank got a cat","F","M","12","William","factL","Janet","reveal","Did Melissa reveal that Frank got a cat?","12","NonProj","Yes","Frank is allergic to cats",26
510,3144,"Tony had a drink last night","F","M","15","Thomas","factL","Cynthia","think","Does Rebecca think that Tony had a drink last night?","15","NonProj","No","Tony has been sober for 20 years",27
511,12146,"Zack is coming to the meeting tomorrow",NA,"F","control1","Sandra",NA,NA,"control","Is Zack coming to the meeting tomorrow?","control1","control","No","Zack is a member of the golf club",2
511,2782,"Owen shoveled snow last winter","F","F","17","Jennifer","factH","Ruth","say","Did Cynthia say that Owen shoveled snow last winter?","17","C","No","Owen lives in Chicago",3
511,3207,"Josh learned to ride a bike yesterday","F","M","16","Thomas","factH","Christina","hear","Did Sharon hear that Josh learned to ride a bike yesterday?","16","C","Yes","Josh is a 5-year old boy",4
511,2241,"Jon walks to work","F","F","19","Linda","factH","Anna","be_right_that","Is Ruth right that Jon walks to work?","19","C","No","Jon lives 2 blocks away from work",5
511,2351,"Mary is pregnant","M","F","1","Michelle","factL","Raymond","annoyed","Is Patrick annoyed that Mary is pregnant?","1","NonProj","Yes","Mary is a middle school student",6
511,3066,"Tony had a drink last night","F","F","15","Jessica","factH","Shirley","see","Did Rebecca see that Tony had a drink last night?","15","NonProj","Yes","Tony really likes to party with his friends",7
511,8085,"Josie went on vacation to France","M","F","2","Dorothy","factL","Ryan","reveal","Did Scott reveal that Josie went on vacation to France?","2","NonProj","No","Josie doesn&quotechart have a passport",8
511,2623,"Olivia sleeps until noon","M","F","4","Nancy","factL","Gregory","prove","Did Jerry prove that Olivia sleeps until noon?","4","C","No","Olivia has two small children",9
511,4136,"Frank got a cat","F","M","12","George","factH","Stephanie","admit","Did Melissa admit that Frank got a cat?","12","C","Yes","Frank has always wanted a pet",10
511,2992,"Emma studied on Saturday morning","M","M","3","William","factL","Kevin","know","Does Justin know that Emma studied on Saturday morning?","3","NonProj","Yes","Emma is in first grade",11
511,1740,"Vanessa is good at math",NA,"F","control4","Nancy",NA,NA,"control","Is Vanessa good at math?","control4","control","No","Vanessa won a prize at school",12
511,4516,"Sophia got a tattoo","M","F","5","Ashley","factL","Edward","inform_Sam","Did Ben inform Sam that Sophia got a tattoo?","5","C","Yes","Sophia is a high end fashion model",13
511,6159,"Jackson ran 10 miles","F","M","13","Paul","factL","Laura","pretend","Did Laura pretend that Jackson ran 10 miles?","13","NonProj","No","Jackson is obese",14
511,8608,"Isabella ate a steak on Sunday","M","M","7","David","factL","Gary","demonstrate","Did Kevin demonstrate that Isabella ate a steak on Sunday?","7","C","No","Isabella is a vegetarian",15
511,42439,"Zoe calculated the tip","M","M","10","Christopher","factL","Justin","suggest","Did Tim suggest that Zoe calculated the tip?","10","C","No","Zoe is 5 years old",16
511,5215,"Todd played football in high school",NA,"M","control3","William",NA,NA,"control","Did Todd play football in high school?","control3","control","No","Todd goes to the gym 3 times a week",17
511,13904,"Madison had a baby",NA,"F","control5","Helen",NA,NA,"control","Did Madison have a baby?","control5","control","No","Trish sent Madison a card",18
511,7056,"Emily bought a car yesterday","M","F","8","Sandra","factL","Brandon","confess","Did Brian confess that Emily bought a car yesterday?","8","C","No","Emily never has any money",19
511,4960,"Jayden rented a car","F","M","14","James","factH","Heather","think","Does Stephanie think that Jayden rented a car?","14","NonProj","No","Jayden&quotechars car is in the shop",20
511,2680,"Mia drank 2 cocktails last night","M","F","6","Helen","factL","Brian","acknowledge","Did Ray acknowledge that Mia drank 2 cocktails last night?","6","C","Yes","Mia is a nun",21
511,2079,"Danny ate the last cupcake","F","M","11","Steven","factH","Rebecca","establish","Did Amanda establish that Danny ate the last cupcake?","11","NonProj","No","Danny loves cake",22
511,6784,"Hendrick&quotechars car was expensive",NA,"F","control6","Ashley",NA,NA,"control","Was Hendrick&quotechars car expensive?","control6","control","No","Hendrick just bought a car",23
511,3329,"Charley speaks Spanish","F","F","20","Betty","factH","Carolyn","discover","Did Anna discover that Charley speaks Spanish?","20","NonProj","Yes","Charley lives in Mexico",24
511,4551,"Julian dances salsa","F","F","18","Margaret","factH","Sharon","confirm","Did Kathleen confirm that Julian dances salsa?","18","C","No","Julian is Cuban",25
511,1567,"Mary&quotechars aunt is sick",NA,"M","control2","Christopher",NA,NA,"control","Is Mary&quotechars aunt sick?","control2","control","No","Mary visited her aunt on Sunday",26
511,4160,"Grace visited her sister","M","F","9","Donna","factH","Ronald","announce","Did Andrew announce that Grace visited her sister?","9","C","No","Grace loves her sister",27
512,18327,"Sophia got a tattoo","M","M","5","Matthew","factL","Jerry","think","Does Ben think that Sophia got a tattoo?","5","NonProj","Yes","Sophia is a high end fashion model",2
512,6848,"Jon walks to work","F","F","19","Jessica","factL","Julie","demonstrate","Did Ruth demonstrate that Jon walks to work?","19","C","Yes","Jon lives 10 miles away from work",3
512,4122,"Charley speaks Spanish","F","M","20","Paul","factH","Melissa","admit","Did Anna admit that Charley speaks Spanish?","20","C","No","Charley lives in Mexico",4
512,3540,"Hendrick&quotechars car was expensive",NA,"F","control6","Karen",NA,NA,"control","Was Hendrick&quotechars car expensive?","control6","control","Yes","Hendrick just bought a car",5
512,6679,"Emma studied on Saturday morning","M","F","3","Betty","factH","Gregory","see","Did Justin see that Emma studied on Saturday morning?","3","NonProj","Yes","Emma is in law school",6
512,6220,"Todd played football in high school",NA,"F","control3","Jessica",NA,NA,"control","Did Todd play football in high school?","control3","control","Yes","Todd goes to the gym 3 times a week",7
512,3470,"Tony had a drink last night","F","M","15","Thomas","factH","Carolyn","acknowledge","Did Rebecca acknowledge that Tony had a drink last night?","15","C","No","Tony really likes to party with his friends",8
512,3783,"Zack is coming to the meeting tomorrow",NA,"F","control1","Jennifer",NA,NA,"control","Is Zack coming to the meeting tomorrow?","control1","control","No","Zack is a member of the golf club",9
512,2534,"Frank got a cat","F","F","12","Jennifer","factL","Amanda","establish","Did Melissa establish that Frank got a cat?","12","NonProj","Yes","Frank is allergic to cats",10
512,6586,"Isabella ate a steak on Sunday","M","F","7","Linda","factH","Andrew","confess","Did Kevin confess that Isabella ate a steak on Sunday?","7","C","No","Isabella is from Argentina",11
512,4104,"Josie went on vacation to France","M","M","2","David","factH","Tyler","announce","Did Scott announce that Josie went on vacation to France?","2","C","Yes","Josie loves France",12
